Sample,Family,Count
P339,1028084269|WP_063843237_1|1|1|cfxA|cfxA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_CfxA,15.65035917
P339,1028085790|WP_063844289_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1,3.167334594
P339,1028085864|WP_063844362_1|1|1|dfrA15|dfrA15|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA15,2.923693472
P339,1028085947|WP_063844445_1|1|1|dfrA5|dfrA5|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA5,4.503123532
P339,1028086397|WP_063844771_1|1|1|erm(F)|erm(F)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(F),8.262611985
P339,1028086505|WP_063844879_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),82.35069945
P339,1028086515|WP_063844889_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),741.156295
P339,1028086520|WP_063844894_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),8.144574671
P339,1028096836|WP_063853554_1|1|1|mef(A)|mef(A)|efflux|2|ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A),4.654042669
P339,1028097157|WP_063853854_1|1|1|mph(A)|mph(A)|phosphotransferase|2|MACROLIDE|MACROLIDE|Mph(A)_family_macrolide_2_-phosphotransferase,12.93056185
P339,1028097816|WP_063854490_1|1|1|nimB|nimB|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimB,1.520320605
P339,1028097819|WP_063854492_1|1|1|nimD|nimD|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimD,3.04064121
P339,1028098264|WP_063854808_1|1|1|qnrS10|qnrS|target_protection|2|QUINOLONE|QUINOLONE|quinolone_resistance_pentapeptide_repeat_protein_QnrS10,4.759264503
P339,1028099431|WP_063855880_1|1|1|tet(40)|tet(40)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(40),2.073164462
P339,1028099808|WP_063856080_1|1|1|tet(L)|tet(L)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(L),2.384139131
P339,1028099835|WP_063856107_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),102.6216409
P339,1028099865|WP_063856114_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),228.0480908
P339,1028100269|WP_063856404_1|1|1|tet(O)|tet(O)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(O),79.81683177
P339,1028100286|WP_063856421_1|1|1|tet(O_W_O)|tet(O_W_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W_O),68.41442723
P339,1028100287|WP_063856422_1|1|1|tet(W)|tet(W)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(W),1060.423622
P339,1028100594|WP_063856729_1|1|1|vanR-O|vanR-O|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|vancomycin_resistance_response_regulator_transcription_factor_VanR-O,13.68288545
P339,1061418|AAB09628_1|1|1|arsC_gluta|arsC_gluta||1|ARSENATE|ARSENIC|glutaredoxin-dependent_arsenate_reductase,22.80480908
P339,1129119|AAA98292_1|1|1|terD|terD||1|TELLURIUM|TELLURIUM|tellurium_resistance_membrane_protein_TerD,8.771080415
P339,1181183|AAA86846_1|1|1|terZ|terZ||1|TELLURIUM|TELLURIUM|tellurium_resistance-associated_protein_TerZ,26.31324124
P339,1196722489|WP_086259262_1|1|1|acrB|acrB|mutation|2|||multidrug_efflux_RND_transporter_permease_subunit_AcrB,22.80480908
P339,1201190427|WP_087587947_1|1|1|blaCTX-M-199|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-199,11.40240454
P339,1236597042|WP_094970923_1|1|1|basR|basR|mutation|2|||two-component_system_response_regulator_BasR,26.31324124
P339,12513986|AAG55323_1|1|1|iha|iha||1|||bifunctional_siderophore_receptor_adhesin_Iha,11.40240454
P339,1354147|AAC44736_1|1|1|terW|terW||1|TELLURIUM|TELLURIUM|tellurium_resistance_protein_TerW,15.83667297
P339,1359448069|WP_105796499_1|1|1|blaPEN-A2|blaPEN-A|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_PEN-A2,6.841442723
P339,150393|AAB59075_1|1|1|merT|merT||1|MERCURY|MERCURY|mercuric_transport_protein_MerT,102.6216409
P339,150633|AAA98222_1|1|1|merT|merT||1|MERCURY|MERCURY|mercuric_transport_protein_MerT,0.760160303
P339,1509879089|WP_122634437_1|1|1|tet(W_N_W)|tet(W_N_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(W_N_W),205.2432817
P339,151181|AAA25803_1|1|1|copR|copR||1|COPPER|COPPER|heavy_metal_response_regulator_transcription_factor_CopR,0.760160303
P339,157021158|ABV01310_1|1|1|ltcA|ltcA||1|||heat-labile_enterotoxin_LT_subunit_A,2.923693472
P339,157076729|ABV16438_1|1|1|eatA|eatA||1|||serine_protease_autotransporter_toxin_EatA,3.045514033
P339,16128448|WP_000101737_1|1|1|acrR|acrR|mutation|2|||transcriptional_regulator_AcrR,8.440015125
P339,16131218|WP_000031783_1|1|1|tufA|tufA|mutation|2|||translation_elongation_factor_EF-Tu_1,91.21923631
P339,16131888|WP_000019358_1|1|1|soxS|soxS|mutation|2|||regulatory_protein_SoxS,15.83667297
P339,1787413|AAC74250_1|1|1|ariR|ariR||1|||biofilm_acid-resistance_regulator_AriR,13.03131947
P339,1789396|WP_001281881_1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC,11.40240454
P339,1789666|AAC76298_1|1|1|acrF|acrF|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_permease_subunit_AcrF,21.92770104
P339,1790498|WP_000412428_1|1|1|soxR|soxR|mutation|2|||redox-sensitive_transcriptional_activator_SoxR,26.31324124
P339,1790794|AAC77293_1|1|1|mdtM|mdtM||1|EFFLUX|EFFLUX|multidrug_efflux_MFS_transporter_MdtM,6.981064004
P339,1988761213|WP_204313008_1|1|1|tet(O_W)|tet(O_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W),695.5466769
P339,2159997|BAA20336_1|1|1|MerP_Gneg|MerP_Gneg||1|MERCURY|MERCURY|mercury_resistance_system_periplasmic_binding_protein_MerP,1.819532639
P339,291431185|EFF04178_1|1|1|emrD|emrD|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_MFS_transporter_EmrD,17.54216083
P339,2944141|AAC38219_1|1|1|MerP_Gneg|MerP_Gneg||1|MERCURY|MERCURY|mercury_resistance_system_periplasmic_binding_protein_MerP,3.455274103
P339,3513658|AAC33908_1|1|1|merC|merC||1|ORGANOMERCURY|MERCURY|organomercurial_transporter_MerC,2.000421849
P339,3818601|AAC69584_1|1|1|ybtQ|ybtQ||1|||yersiniabactin_ABC_transporter_ATP-binding_permease_protein_YbtQ,9.502003783
P339,392336448|AFM70730_1|1|1|copB_Ehir|copB_Ehir||1|COPPER_SILVER|COPPER_SILVER|copper_silver-translocating_P-type_ATPase_CopB,0.613702984
P339,407064638|AFS85685_1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase_ATP-binding_subunit_MchF,8.771080415
P339,445994192|WP_000072047_1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB,22.80480908
P339,446117463|WP_000195318_1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE,22.80480908
P339,446136270|WP_000214125_1|1|1|floR2|floR2|efflux|2|CHLORAMPHENICOL_FLORFENICOL|PHENICOL|chloramphenicol_florfenicol_efflux_MFS_transporter_FloR2,0.760160303
P339,446185243|WP_000263098_1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB,8.771080415
P339,446300587|WP_000378442_1|1|1|emrR|emrR|mutation|2|||multidrug_efflux_transporter_EmrAB_transcriptional_repressor_EmrR,9.502003783
P339,446342458|WP_000420313_1|1|1|msr(D)|msr(D)|target_protection|2|ERYTHROMYCIN|MACROLIDE|ABC-F_type_ribosomal_protection_protein_Msr(D),57.0120227
P339,446602081|WP_000679427_1|1|1|qacEdelta1|qacE_gen|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacE_delta_1,8.771080415
P339,446687385|WP_000764731_1|1|1|folP|folP|mutation|2|||dihydropteroate_synthase_FolP,35.08432166
P339,446733577|WP_000810833_1|1|1|erm(A)|erm(A)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A),3.455274103
P339,447178612|WP_001255868_1|1|1|aadE|aadE|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_6-adenylyltransferase_AadE,5.487858489
P339,447203987|WP_001281243_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA,14.00295294
P339,481023861|WP_001295325_1|1|1|lon|lon|mutation|2|||Lon_protease,22.80480908
P339,485656629|WP_001300761_1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB,8.771080415
P339,487566233|WP_001718014_1|1|1|fabG|fabG|mutation|2|||beta-ketoacyl-ACP_reductase_FabG,26.31324124
P339,488251003|WP_002322211_1|1|1|dfrF|dfrF|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrF,148.4122496
P339,488673313|WP_002602099_1|1|1|tet(32)|tet(32)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(32),4.385540207
P339,488961139|WP_002872163_1|1|1|tet(O_M_O)|tet(O_M_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_M_O),102.6216409
P339,493602755|WP_006555379_1|1|1|blaACI-1|blaACI|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_ACI-1,4.910126357
P339,5532465|AAD44749_1|1|1|iucD|iucD||1|||NADPH-dependent_L-lysine_N(6)-monooxygenase_IucD,1.000210924
P339,557272689|WP_000623140_1|1|1|ptsI|ptsI|mutation|2|||phosphoenolpyruvate--protein_phosphotransferase_PtsI,30.69878145
P339,557273012|WP_000281668_1|1|1|cyaA|cyaA|mutation|2|||adenylate_cyclase_CyaA,22.80480908
P339,557273135|WP_000633668_1|1|1|uhpA|uhpA|mutation|2|||DNA-binding_response_regulator_UhpA,10.00210924
P339,557273138|WP_000879194_1|1|1|uhpT|uhpT|mutation|2|||hexose_phosphate_transporter_UhpT,26.31324124
P339,674300809|WP_000357259_1|1|1|murA|murA|mutation|2|||UDP-N-acetylglucosamine_1-carboxyvinyltransferase_MurA,21.92770104
P339,85675040|BAA15331_2|1|1|asr|asr||1|||acid_resistance_repetitive_basic_protein_Asr,4.385540207
P339,85676145|BAE77395_1|1|1|fieF|fieF||1|||CDF_family_cation-efflux_transporter_FieF,2.235765596
P339,85676543|BAE77793_1|1|1|arsR_K-12|arsR_K-12||1|ARSENIC|ARSENIC|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR,17.54216083
P339,87081927|WP_000843414_1|1|1|marR|marR|mutation|2|||transcriptional_regulator_MarR,4.995339131
P339,gb|AAC73565_1|ARO_3004043|Ecol_acrA__Escherichia_coli,43.85540207
P339,gb|AAC73788_1|ARO_3003841|kdpE__Escherichia_coli,13.57429112
P339,gb|AAC74149_2|ARO_3001216|mdtH__Escherichia_coli,6.334669188
P339,gb|AAC75135_2|ARO_3000792|mdtA__Escherichia_coli,17.54216083
P339,gb|AAC75136_1|ARO_3000793|mdtB__Escherichia_coli,22.80480908
P339,gb|AAC75137_1|ARO_3000794|mdtC__Escherichia_coli,22.80480908
P339,gb|AAC75271_1|ARO_3003952|YojI__Escherichia_coli,8.771080415
P339,gb|AAC75314_1|ARO_3003578|PmrF__Escherichia_coli,4.719328545
P339,gb|AAC75429_1|ARO_3000833|evgS__Escherichia_coli,45.60961816
P339,gb|AAC75733_1|ARO_3000074|emrB__Escherichia_coli,17.54216083
P339,gb|AAC76093_1|ARO_3002986|bacA__Escherichia_coli,17.54216083
P339,gb|AAC76296_1|ARO_3000656|AcrS__Escherichia_coli,12.80704858
P339,gb|AAC76297_1|ARO_3000499|AcrE__Escherichia_coli,26.31324124
P339,gb|AAC76539_1|ARO_3000796|mdtF__Escherichia_coli,17.54216083
P339,gb|AAN06707_1|ARO_3000165|tet(A)__Shigella_sonnei_,15.20320605
P339,gb|AAS13767_1|ARO_3003839|Mrx__Aeromonas_hydrophila_,12.10108129
P339,gb|ABV18113_1|ARO_3001329|mdtG__Escherichia_coli,26.31324124
P339,gb|ACN32294_1|ARO_3000237|TolC__Escherichia_coli_,52.62648249
P339,gb|ACT97371_1|ARO_3003097|CfxA6__uncultured_organism_,27.45023315
P339,gb|ADP36409_1|ARO_3003730|Bbif_ileS_MUP__Bifidobacterium_bifidum,43.85540207
P339,gb|ANK04027_1|ARO_3003838|gadW__Escherichia_coli,6.257417125
P339,gb|BAA11236_1|ARO_3000206|emrK__Escherichia_coli_,9.958621813
P339,gb|BAA11237_1|ARO_3000254|emrY__Escherichia_coli_,12.44706928
P339,gb|BAA15221_2|ARO_3000263|marA__Escherichia_coli,22.80480908
P339,gb|BAA15934_1|ARO_3000829|baeS__Escherichia_coli,17.54216083
P339,gb|BAA15935_1|ARO_3000828|baeR__Escherichia_coli,26.31324124
P339,gb|BAA16344_1|ARO_3000491|acrD__Escherichia_coli,22.80480908
P339,gb|BAA16547_1|ARO_3000027|emrA__Escherichia_coli,2.850601135
P339,gb|BAB35162_1|ARO_3000676|H-NS__Escherichia_coli,9.552816637
P339,gb|BAB36671_1|ARO_3000832|evgA__Escherichia_coli,6.707296788
P339,gb|BAB38260_1|ARO_3000830|cpxA__Escherichia_coli,26.31324124
P339,gb|BAE77778_1|ARO_3000508|gadX__Escherichia_coli,11.85398492
P339,gb|BAE77781_1|ARO_3000795|mdtE__Escherichia_coli,6.001265547
P339,gb|BAE77933_1|ARO_3000518|CRP__Escherichia_coli,8.771080415
P339,gb|BAE78082_1|ARO_3003550|mdtP__Escherichia_coli,3.577224953
P339,gb|BAE78083_1|ARO_3003549|mdtO__Escherichia_coli,15.83667297
P339,gb|BAE78084_1|ARO_3003548|mdtN__Escherichia_coli,17.54216083
P339,gb|BAE78116_1|ARO_3003576|eptA__Escherichia_coli,43.85540207
P339,gb|CAA79727_1|ARO_3000191|tet(Q)__Bacteroides_fragilis_,26.82918715
P339,gb|VWQ00850_1|ARO_3003843|leuO__Escherichia_coli_,17.42034027
P340,0|WP_000977920_1|1|1|ompF|ompF|mutation|2|||outer_membrane_protein_F_OmpF,22.81294536
P340,0|WP_001181005_1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10,7.60431512
P340,1028081033|WP_063840416_1|1|1|aadA17|ant(3__)-Ia|nucleotidyltransferase|2|SPECTINOMYCIN_STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA17,29.65682897
P340,1028081053|WP_063840436_1|1|1|aadA21|aadA21|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21,16.47601609
P340,1028082228|WP_063841495_1|1|1|aph(3_)-IIIa|aph(3_)-IIIa|phosphotransferase|2|AMIKACIN_KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-IIIa,72.24733057
P340,1028083027|WP_063842183_1|1|1|aph(6)-Id|aph(6)-Id|phosphotransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(6)-Id,3.876709669
P340,1028084243|WP_063843211_1|1|1|catA7|catA7|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-7_chloramphenicol_O-acetyltransferase,4.330838516
P340,1028084252|WP_063843220_1|1|1|catA16|catA16|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-16_chloramphenicol_O-acetyltransferase_CatQ,0.748909822
P340,1028084269|WP_063843237_1|1|1|cfxA|cfxA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_CfxA,25.19861285
P340,1028085759|WP_063844288_1|1|1|dfr1_rpt|dfr1_rpt|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_repeat-containing_dihydrofolate_reductase_DfrA1,10.02887936
P340,1028085790|WP_063844289_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1,19.22201878
P340,1028085842|WP_063844340_1|1|1|dfrA14|dfrA14|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA14,8.671587418
P340,1028086394|WP_063844768_1|1|1|erm(C)|erm(C)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C),10.66095159
P340,1028086397|WP_063844771_1|1|1|erm(F)|erm(F)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(F),71.63485258
P340,1028086451|WP_063844825_1|1|1|erm(T)|erm(T)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(T),56.2122902
P340,1028086505|WP_063844879_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),29.02917121
P340,1028086515|WP_063844889_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),247.1402414
P340,1028086520|WP_063844894_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),23.53716585
P340,1028094339|WP_063851348_1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA,3.13828878
P340,1028097001|WP_063853698_1|1|1|mef(A)|mef(A)|efflux|2|ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A),1.647601609
P340,1028097157|WP_063853854_1|1|1|mph(A)|mph(A)|phosphotransferase|2|MACROLIDE|MACROLIDE|Mph(A)_family_macrolide_2_-phosphotransferase,1.734317484
P340,1028097819|WP_063854492_1|1|1|nimD|nimD|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimD,18.45313803
P340,1028098403|WP_063854934_1|1|1|sat4|sat4|acetyltransferase|2|STREPTOTHRICIN|STREPTOTHRICIN|streptothricin_N-acetyltransferase_Sat4,36.24723541
P340,1028099431|WP_063855880_1|1|1|tet(40)|tet(40)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(40),16.47601609
P340,1028099808|WP_063856080_1|1|1|tet(L)|tet(L)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(L),19.80117571
P340,1028099835|WP_063856107_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),1749.752909
P340,1028099865|WP_063856114_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),1403.756571
P340,1028100269|WP_063856404_1|1|1|tet(O)|tet(O)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(O),434.9668249
P340,1028100277|WP_063856412_1|1|1|tet(T)|tet(T)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(T),2.746002682
P340,1028100284|WP_063856419_1|1|1|tet(O_W_32_O)|tet(O_W_32_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W_32_O),7.60431512
P340,1028100286|WP_063856421_1|1|1|tet(O_W_O)|tet(O_W_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W_O),19.77121931
P340,1028100287|WP_063856422_1|1|1|tet(W)|tet(W)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(W),247.1402414
P340,1061418|AAB09628_1|1|1|arsC_gluta|arsC_gluta||1|ARSENATE|ARSENIC|glutaredoxin-dependent_arsenate_reductase,9.885609656
P340,1092525475|WP_070509550_1|1|1|mef(H)|mef(H)|efflux|2|ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(H),23.53716585
P340,1231363816|WP_094309310_1|1|1|tet(X4)|tet(X4)|hydroxylation|2|TIGECYCLINE|TETRACYCLINE|tetracycline-inactivating_monooxygenase_Tet(X4),237.2546318
P340,1359448069|WP_105796499_1|1|1|blaPEN-A2|blaPEN-A|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_PEN-A2,0.659040644
P340,13774144|BAB43874_1|1|1|cadD|cadD||1|CADMIUM|CADMIUM|cadmium_resistance_transporter_CadD,1.318081288
P340,1391852853|WP_109545038_1|1|1|tet(33)|tet(33)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(33),0.56489198
P340,150393|AAB59075_1|1|1|merT|merT||1|MERCURY|MERCURY|mercuric_transport_protein_MerT,19.77121931
P340,150633|AAA98222_1|1|1|merT|merT||1|MERCURY|MERCURY|mercuric_transport_protein_MerT,2.636162575
P340,1509879089|WP_122634437_1|1|1|tet(W_N_W)|tet(W_N_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(W_N_W),29.65682897
P340,16131888|WP_000019358_1|1|1|soxS|soxS|mutation|2|||regulatory_protein_SoxS,4.119004024
P340,170518246|ACB16424_1|1|1|lpfA-O113|lpfA-O113||1|||long_polar_fimbria_major_subunit_LpfA-O113,3.988537833
P340,170518477|ACB16655_1|1|1|eilA|eilA||1|||HilA_family_transcriptional_regulator_EilA,1.761023459
P340,170518859|ACB17037_1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX_Air,9.885609656
P340,1787413|AAC74250_1|1|1|ariR|ariR||1|||biofilm_acid-resistance_regulator_AriR,1.129783961
P340,1789666|AAC76298_1|1|1|acrF|acrF|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_permease_subunit_AcrF,11.40647268
P340,1790498|WP_000412428_1|1|1|soxR|soxR|mutation|2|||redox-sensitive_transcriptional_activator_SoxR,15.20863024
P340,1790794|AAC77293_1|1|1|mdtM|mdtM||1|EFFLUX|EFFLUX|multidrug_efflux_MFS_transporter_MdtM,2.017471358
P340,1988761213|WP_204313008_1|1|1|tet(O_W)|tet(O_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W),98.85609656
P340,209911041|BAG76115_1|1|1|iss|iss||1|||increased_serum_survival_lipoprotein_Iss,1.647601609
P340,218434398|CAR15326_1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX_Air,19.77121931
P340,26109869|AAN82074_1|1|1|iucB|iucB||1|||N(6)-hydroxylysine_O-acetyltransferase_IucB,2.865394103
P340,284923741|CBG36838_1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX_Air,7.60431512
P340,291431185|EFF04178_1|1|1|emrD|emrD|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_MFS_transporter_EmrD,3.80215756
P340,389595513|AFK88558_1|1|1|sat_auto|sat_auto||1|||serine_protease_autotransporter_toxin_Sat,3.80215756
P340,42299|CAA43568_1|1|1|papE|papE||1|||P_fimbrial_minor_subunit_PapE,0.966020488
P340,42300|CAA43569_1|1|1|papF|papF||1|||P_fimbrial_tip_protein_PapF,1.724234242
P340,445994192|WP_000072047_1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB,9.885609656
P340,446012460|WP_000090315_1|1|1|fusA|fusA|mutation|2|||elongation_factor_G,7.60431512
P340,446117463|WP_000195318_1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE,9.885609656
P340,446300587|WP_000378442_1|1|1|emrR|emrR|mutation|2|||multidrug_efflux_transporter_EmrAB_transcriptional_repressor_EmrR,4.119004024
P340,446342458|WP_000420313_1|1|1|msr(D)|msr(D)|target_protection|2|ERYTHROMYCIN|MACROLIDE|ABC-F_type_ribosomal_protection_protein_Msr(D),32.95203219
P340,446414428|WP_000492283_1|1|1|tet(K)|tet(K)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(K),1.830668455
P340,446602081|WP_000679427_1|1|1|qacEdelta1|qacE_gen|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacE_delta_1,30.41726048
P340,446655928|WP_000733274_1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ,1.176858292
P340,446687385|WP_000764731_1|1|1|folP|folP|mutation|2|||dihydropteroate_synthase_FolP,7.60431512
P340,446733577|WP_000810833_1|1|1|erm(A)|erm(A)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A),377.3506959
P340,447178610|WP_001255866_1|1|1|ant(6)-Ia|ant(6)-Ia|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_nucleotidyltransferase_ANT(6)-Ia,247.1402414
P340,447178612|WP_001255868_1|1|1|aadE|aadE|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_6-adenylyltransferase_AadE,11.78646954
